39,77516,13,2174,0,40,' <=50K'
0.452055,0.048238,0.8,0,0,0.122449,' <=50K'
0.287671,0.138113,0.533333,0,0,0.397959,' <=50K'
0.493151,0.151068,0.4,0,0,0.397959,' <=50K'
0.150685,0.221488,0.8,0,0,0.397959,' <=50K'
0.273973,0.184932,0.866667,0,0,0.397959,' <=50K'
0.438356,0.100448,0.266667,0,0,0.153061,' <=50K'
0.479452,0.134036,0.533333,0,0,0.44898,' >50K'
0.191781,0.022749,0.866667,0.140841,0,0.5,' >50K'
0.342466,0.099947,0.8,0.051781,0,0.397959,' >50K'
0.273973,0.182135,0.6,0,0,0.806122,' >50K'
0.178082,0.087619,0.8,0,0,0.397959,' >50K'
0.082192,0.074698,0.8,0,0,0.295918,' <=50K'
0.205479,0.130896,0.733333,0,0,0.5,' <=50K'
0.315068,0.074359,0.666667,0,0,0.397959,' >50K'
0.232877,0.15838,0.2,0,0,0.44898,' <=50K'
0.109589,0.111701,0.533333,0,0,0.346939,' <=50K'
0.205479,0.118539,0.533333,0,0,0.397959,' <=50K'
0.287671,0.011275,0.4,0,0,0.5,' <=50K'
0.356164,0.190088,0.866667,0,0,0.44898,' >50K'
0.315068,0.123089,1,0,0,0.602041,' >50K'
0.506849,0.19686,0.533333,0,0,0.193878,' <=50K'
0.246575,0.043846,0.266667,0,0,0.397959,' <=50K'
0.356164,0.071143,0.4,0,0.468779,0.397959,' <=50K'
0.575342,0.065695,0.533333,0,0,0.397959,' <=50K'
0.534247,0.138932,0.8,0,0,0.397959,' >50K'
0.027397,0.105954,0.533333,0,0,0.397959,' <=50K'
0.506849,0.114048,0.6,0,0,0.602041,' >50K'
0.30137,0.241083,0.533333,0,0,0.806122,' <=50K'
0.438356,0.122982,0.533333,0,0,0.397959,' <=50K'
0.082192,0.121177,0.733333,0,0,0.520408,' <=50K'
0.041096,0.172322,0.6,0,0,0.438776,' <=50K'
0.383562,0.254448,0.8,0,0.323232,0.397959,' <=50K'
0.178082,0.032373,0.6,0,0,0.397959,' <=50K'
0.068493,0.203221,0.6,0,0,0.142857,' <=50K'
0.424658,0.156288,0.4,0,0,0.397959,' <=50K'
0.054795,0.125586,0.6,0,0,0.397959,' <=50K'
0.027397,0.361178,0.533333,0,0,0.244898,' <=50K'
0.191781,0.04881,0.6,0,0,0.377551,' >50K'
0.424658,0.171956,0.733333,0,0,0.397959,' <=50K'
0.191781,0.336582,0.266667,0,0,0.428571,' <=50K'
0.493151,0.051766,0.8,0,0,0.397959,' <=50K'
0.09589,0.109141,0.8,0,0,0.5,' <=50K'
0.438356,0.05593,0.533333,0,0,0.397959,' <=50K'
0.109589,0.188598,0.533333,0,0,0.346939,' <=50K'
0.547945,0.221139,0.8,0,0,0.397959,' >50K'
0.493151,0.0897,0.533333,0,0,0.377551,' <=50K'
0.369863,0.078829,0.866667,0,0,0.397959,' <=50K'
0.328767,0.060661,0.666667,0,0,0.397959,' <=50K'
0.164384,0.176024,0.666667,0,0,0.428571,' <=50K'
0.109589,0.013576,0.6,0,0,0.397959,' <=50K'
0.013699,0.145795,0.533333,0,0,0.295918,' <=50K'
0.410959,0.026861,0.933333,0,0.436639,0.602041,' >50K'
0.452055,0.162522,0.8,0,0,0.55102,' >50K'
0.410959,0.066249,0.533333,0,0,0.602041,' <=50K'
0.356164,0.153291,0.6,0,0,0.397959,' >50K'
0.39726,0.138806,0.133333,0,0,0.397959,' <=50K'
0.246575,0.029928,0.666667,0,0,0.397959,' <=50K'
0.328767,0.091745,0.533333,0,0,0.479592,' <=50K'
0.178082,0.119437,0.533333,0.050131,0,0.397959,' <=50K'
0.178082,0.032064,0.8,0.02407,0,0.397959,' <=50K'
0.205479,0.191284,0.2,0,0,0.397959,' <=50K'
0.424658,0.093285,0.533333,0,0,0.397959,' <=50K'
0.342466,0.070868,1,0,0,0.44898,' >50K'
0.164384,0.063374,0.6,0,0,0.581633,' <=50K'
0.260274,0.09729,0.533333,0,0,0.397959,' <=50K'
0.150685,0.116061,0.6,0,0,0.397959,' <=50K'
0.493151,0.107008,0.533333,0,0,0.397959,' >50K'
0.438356,0.121838,0.6,0,0,0.5,' >50K'
0.109589,0.12795,0.6,0,0,0.397959,' <=50K'
0.027397,0.060597,0.6,0,0,0.316327,' <=50K'
0.191781,0.202177,0.8,0,0,0.397959,' <=50K'
0.164384,0.101882,0.8,0,0,0.704082,' >50K'
0.082192,0.135419,0.6,0,0,0.397959,' <=50K'
0.849315,0.076377,0.6,0,0,0.193878,' <=50K'
0.136986,0.136942,0.533333,0,0,0.397959,' <=50K'
0.315068,0.013535,0.733333,0,0,0.397959,' <=50K'
0.684932,0.136153,0.333333,0,0,0.010204,' <=50K'
0.013699,0.201946,0.4,0,0,0.214286,' <=50K'
0.191781,0.07718,0.2,0,0,0.397959,' <=50K'
0.013699,0.295129,0.533333,0,0,0.295918,' <=50K'
0.479452,0.179453,0.8,0,0,0.397959,' <=50K'
0.39726,0.026713,0.533333,0,0,0.397959,' <=50K'
0.575342,0.100278,0.533333,0,0,0.479592,' <=50K'
0.369863,0.225008,0.533333,0.143441,0,0.397959,' >50K'
0.493151,0.226816,0.533333,0,0,0.346939,' <=50K'
0.438356,0.173829,0.533333,0,0,0.397959,' >50K'
0.219178,0.12888,0.866667,0,0,0.5,' <=50K'
0.178082,0.028558,0.266667,0,0,0.397959,' <=50K'
0.356164,0.270699,1,0,0,0.5,' >50K'
0.547945,0.161429,0.666667,0,0,0.397959,' <=50K'
0.273973,0.18639,0.6,0,0,0.397959,' <=50K'
0.150685,0.13602,0.6,0,0,0.244898,' <=50K'
0.178082,0.071625,0.533333,0,0.361111,0.346939,' <=50K'
0.232877,0.145346,0.8,0,0,0.397959,' >50K'
0.164384,0.070157,0.6,0,0,0.5,' <=50K'
0.424658,0.121563,1,0,0.436639,0.602041,' >50K'
0.273973,0.12931,0.6,0,0,0.479592,' >50K'
0.424658,0.107856,0.733333,0,0,0.397959,' <=50K'
0.205479,0.161044,0.533333,0,0,0.397959,' <=50K'
0.808219,0.076001,0.866667,0,0,0.397959,' >50K'
0.369863,0.126321,0.8,0.150242,0,0.602041,' >50K'
0.410959,0.092929,0.866667,0,0,0.5,' <=50K'
0.041096,0.119541,0.6,0,0,0.397959,' <=50K'
0.164384,0.061903,0.533333,0,0,0.397959,' <=50K'
0.205479,0.207397,0.533333,0.076881,0,0.397959,' >50K'
0,0.198712,0.333333,0.340953,0,0.316327,' <=50K'
0.178082,0.124024,0.4,0,0,0.397959,' <=50K'
0.191781,0.120197,0.533333,0,0,0.397959,' <=50K'
0.342466,0.076342,0.533333,0,0,0.397959,' <=50K'
0.09589,0.285307,0.8,0,0,0.397959,' <=50K'
0.287671,0.036022,0.933333,0,0,0.397959,' >50K'
0.534247,0.219584,0.533333,0,0.433196,0.5,' >50K'
0.150685,0.248288,0.6,0.04064,0,0.244898,' <=50K'
0.260274,0.061517,0.533333,0,0,0.397959,' <=50K'
0.493151,0.056616,0.266667,0,0,0.5,' <=50K'
0.534247,0.197501,0.6,0,0,0.5,' <=50K'
0.438356,0.125702,0.666667,0,0,0.397959,' >50K'
0.520548,0.159783,0.6,0,0,0.561224,' <=50K'
0.068493,0.06136,0.533333,0,0,0.408163,' <=50K'
0.054795,0.12743,0.6,0,0,0.397959,' <=50K'
0.315068,0.072376,0.8,0,0,0.602041,' <=50K'
0.178082,0.044049,0.8,0,0,0.397959,' <=50K'
0.164384,0.173662,0.8,0,0,0.5,' >50K'
0.027397,0.196494,0.6,0,0,0.346939,' <=50K'
0.410959,0.187136,0.8,0,0,0.397959,' >50K'
0.041096,0.067516,0.6,0,0.394628,0.27551,' <=50K'
0.191781,0.069717,0.733333,0,0,0.397959,' >50K'
0.246575,0.079475,0.533333,0,0,0.397959,' <=50K'
